source_id,target_id,target_doi,relation,method
18323465,18319259,10.5281/zenodo.18319259,References,description_table
18323465,18319778,10.5281/zenodo.18319778,References,description_table
18323465,18320470,10.5281/zenodo.18320470,References,description_table
18323465,18309202,10.5281/zenodo.18309202,References,description_table
18323465,None,10.5281/zenodo.14538882,cites,text_grep
18323465,18319778,10.5281/zenodo.18319778,cites,text_grep
18323465,18319259,10.5281/zenodo.18319259,cites,text_grep
18323465,18320470,10.5281/zenodo.18320470,cites,text_grep
18323465,18265282,10.5281/zenodo.18265282,cites,text_grep
18323465,18319455,10.5281/zenodo.18319455,cites,text_grep
18323465,18319653,10.5281/zenodo.18319653,cites,text_grep
18323465,18323376,10.5281/zenodo.18323376,cites,text_grep
18323465,18309202,10.5281/zenodo.18309202,cites,text_grep
18323575,18319653,10.5281/zenodo.18319653,Is Part Of,description_table
18323575,None,10.5281/zenodo.14538882,Is Part Of,description_table
18323575,18323376,10.5281/zenodo.18323376,References,description_table
18323575,18323465,10.5281/zenodo.18323465,References,description_table
18323575,18319778,10.5281/zenodo.18319778,References,description_table
18323575,18320411,10.5281/zenodo.18320411,References,description_table
18323575,18320470,10.5281/zenodo.18320470,References,description_table
18323575,18319455,10.5281/zenodo.18319455,References,description_table
18323575,None,10.5281/zenodo.14538882,cites,text_grep
18323575,18319778,10.5281/zenodo.18319778,cites,text_grep
18323575,18320470,10.5281/zenodo.18320470,cites,text_grep
18323575,18323465,10.5281/zenodo.18323465,cites,text_grep
18323575,18320411,10.5281/zenodo.18320411,cites,text_grep
18323575,18319455,10.5281/zenodo.18319455,cites,text_grep
18323575,18319653,10.5281/zenodo.18319653,cites,text_grep
18323575,18323376,10.5281/zenodo.18323376,cites,text_grep
18323735,None,10.5281/zenodo.14538882,Is Part Of,description_table
18323735,18320411,10.5281/zenodo.18320411,Is Source Of,description_table
18323735,18323575,10.5281/zenodo.18323575,Is Source Of,description_table
18323735,18319653,10.5281/zenodo.18319653,Is Source Of,description_table
18323735,18320470,10.5281/zenodo.18320470,Is Source Of,description_table
18323735,18319778,10.5281/zenodo.18319778,Is Source Of,description_table
18323735,None,10.5281/zenodo.18307321,References,description_table
18323735,None,10.5281/zenodo.18308188,References,description_table
18323735,None,10.5281/zenodo.14538882,cites,text_grep
18323735,18319778,10.5281/zenodo.18319778,cites,text_grep
18323735,None,10.5281/zenodo.18307321,cites,text_grep
18323735,18320470,10.5281/zenodo.18320470,cites,text_grep
18323735,18320411,10.5281/zenodo.18320411,cites,text_grep
18323735,18319653,10.5281/zenodo.18319653,cites,text_grep
18323735,None,10.5281/zenodo.18308188,cites,text_grep
18323735,18323575,10.5281/zenodo.18323575,cites,text_grep
18330828,None,10.5281/zenodo.14538882,cites,text_grep
18330828,18323735,10.5281/zenodo.18323735,cites,text_grep
18332915,None,10.5281/zenodo.14538882,cites,text_grep
18332915,18330828,10.5281/zenodo.18330828,cites,text_grep
18332915,18323735,10.5281/zenodo.18323735,cites,text_grep
18338531,None,10.5281/zenodo.14538882,cites,text_grep
18338531,18330828,10.5281/zenodo.18330828,cites,text_grep
18338531,18332915,10.5281/zenodo.18332915,cites,text_grep
18338927,None,10.5281/zenodo.14538882,cites,text_grep
18338927,18332915,10.5281/zenodo.18332915,cites,text_grep
18338927,18338531,10.5281/zenodo.18338531,cites,text_grep
18338927,18330828,10.5281/zenodo.18330828,cites,text_grep
18339159,18338531,10.5281/zenodo.18338531,cites,text_grep
18339159,18332915,10.5281/zenodo.18332915,cites,text_grep
18339159,None,10.5281/zenodo.14538882,cites,text_grep
18339315,None,10.5281/zenodo.14538882,cites,text_grep
18339315,18332915,10.5281/zenodo.18332915,cites,text_grep
18339315,18339159,10.5281/zenodo.18339159,cites,text_grep
18339315,18338531,10.5281/zenodo.18338531,cites,text_grep
18339319,None,10.5281/zenodo.14538882,cites,text_grep
18339319,18338531,10.5281/zenodo.18338531,cites,text_grep
18339319,18339350,10.5281/zenodo.18339350,cites,text_grep
18339333,None,10.5281/zenodo.14538882,cites,text_grep
18339333,18332915,10.5281/zenodo.18332915,cites,text_grep
18339333,18339315,10.5281/zenodo.18339315,cites,text_grep
18339333,18339159,10.5281/zenodo.18339159,cites,text_grep
18339333,18338531,10.5281/zenodo.18338531,cites,text_grep
18339333,18330828,10.5281/zenodo.18330828,cites,text_grep
18339350,None,10.5281/zenodo.14538882,cites,text_grep
18339350,18339319,10.5281/zenodo.18339319,cites,text_grep
18339350,18332915,10.5281/zenodo.18332915,cites,text_grep
18339350,18338531,10.5281/zenodo.18338531,cites,text_grep
18339350,18330828,10.5281/zenodo.18330828,cites,text_grep
18342108,None,10.5281/zenodo.Is part of (Crimson Hexagon) 10.5281/zenodo.18320411,10.5281/zenodo.14538882,description_table
18342108,None,10.5281/zenodo.14538882,cites,text_grep
18342108,18233320,10.5281/zenodo.18233320,cites,text_grep
18342108,18320411,10.5281/zenodo.18320411,cites,text_grep
18342199,None,10.5281/zenodo.Is part of (Crimson Hexagon) 10.5281/zenodo.18320411,10.5281/zenodo.14538882,description_table
18342199,None,10.5281/zenodo.References (Operative Semiotics) 10.5281/zenodo.18342108,10.5281/zenodo.18174835,description_table
18342199,None,10.5281/zenodo.14538882,cites,text_grep
18342199,18174835,10.5281/zenodo.18174835,cites,text_grep
18342199,18342108,10.5281/zenodo.18342108,cites,text_grep
18342199,18320411,10.5281/zenodo.18320411,cites,text_grep
18351838,None,10.5281/zenodo.Is part of (Crimson Hexagon) 10.5281/zenodo.18324886,10.5281/zenodo.14538882,description_table
18351838,None,10.5281/zenodo.14538882,cites,text_grep
18351838,18342108,10.5281/zenodo.18342108,cites,text_grep
18351838,None,10.5281/zenodo.18324886,cites,text_grep
18352468,None,10.5281/zenodo.Is part of (Crimson Hexagon) 10.5281/zenodo.18324886,10.5281/zenodo.14538882,description_table
18352468,None,10.5281/zenodo.14538882,cites,text_grep
18352468,18351838,10.5281/zenodo.18351838,cites,text_grep
18352468,None,10.5281/zenodo.18324886,cites,text_grep
18357003,None,10.5281/zenodo.Is part of (Crimson Hexagon) 10.5281/zenodo.18317661,10.5281/zenodo.14538882,description_table
18357003,None,10.5281/zenodo.References (CSA Visual Schema — companion) 10.5281/zenodo.18294005,10.5281/zenodo.18338927,description_table
18357003,None,10.5281/zenodo.14538882,cites,text_grep
18357003,18294005,10.5281/zenodo.18294005,cites,text_grep
18357003,18338927,10.5281/zenodo.18338927,cites,text_grep
18357003,18317661,10.5281/zenodo.18317661,cites,text_grep
18357003,None,10.5281/zenodo.18296493,cites,text_grep
18357320,None,10.5281/zenodo.Is part of (Crimson Hexagon) 10.5281/zenodo.18342199,10.5281/zenodo.14538882,description_table
18357320,None,10.5281/zenodo.References (UMBML Charter) 10.5281/zenodo.18339333,10.5281/zenodo.18317661,description_table
18357320,None,10.5281/zenodo.14538882,cites,text_grep
18357320,18317661,10.5281/zenodo.18317661,cites,text_grep
18357320,18339333,10.5281/zenodo.18339333,cites,text_grep
18357320,18342199,10.5281/zenodo.18342199,cites,text_grep
18357447,None,10.5281/zenodo.Is part of (Crimson Hexagon) 10.5281/zenodo.18357320,10.5281/zenodo.14538882,description_table
18357447,None,10.5281/zenodo.References (Prince of Poets — mantle system precedent) 10.5281/zenodo.18342199,10.5281/zenodo.14538914,description_table
18357447,None,10.5281/zenodo.14538882,cites,text_grep
18357447,18317661,10.5281/zenodo.18317661,cites,text_grep
18357447,18357320,10.5281/zenodo.18357320,cites,text_grep
18357447,None,10.5281/zenodo.14538914,cites,text_grep
18357447,18342199,10.5281/zenodo.18342199,cites,text_grep
18357534,None,10.5281/zenodo.Is part of (Crimson Hexagon) 10.5281/zenodo.18357320,10.5281/zenodo.14538882,description_table
18357534,None,10.5281/zenodo.Is supplement to (The Mantle of the Blind Poet — source text, integrity-locked) 10.5281/zenodo.18357003,10.5281/zenodo.18357447,description_table
18357534,None,10.5281/zenodo.14538882,cites,text_grep
18357534,18338927,10.5281/zenodo.18338927,cites,text_grep
18357534,18357320,10.5281/zenodo.18357320,cites,text_grep
18357534,18357447,10.5281/zenodo.18357447,cites,text_grep
18357534,18357003,10.5281/zenodo.18357003,cites,text_grep
18357600,None,10.5281/zenodo.Is part of (Crimson Hexagon) 10.5281/zenodo.18357320,10.5281/zenodo.14538882,description_table
18357600,None,10.5281/zenodo.References (Mantle of the Blind Poet) 10.5281/zenodo.18342199,10.5281/zenodo.18357447,description_table
18357600,None,10.5281/zenodo.14538882,cites,text_grep
18357600,18357320,10.5281/zenodo.18357320,cites,text_grep
18357600,18339333,10.5281/zenodo.18339333,cites,text_grep
18357600,18357447,10.5281/zenodo.18357447,cites,text_grep
18357600,18342199,10.5281/zenodo.18342199,cites,text_grep
18358127,None,10.5281/zenodo.Is part of (Crimson Hexagon) 10.5281/zenodo.18357320,10.5281/zenodo.14538882,description_table
18358127,None,10.5281/zenodo.Is supplement to (β-Runtime — queries this engine) 10.5281/zenodo.18342199,10.5281/zenodo.18357600,description_table
18358127,None,10.5281/zenodo.14538882,cites,text_grep
18358127,18357320,10.5281/zenodo.18357320,cites,text_grep
18358127,18357600,10.5281/zenodo.18357600,cites,text_grep
18358127,18342199,10.5281/zenodo.18342199,cites,text_grep
18358177,None,10.5281/zenodo.References (The Blind Operator — assumes the engine) 10.5281/zenodo.18357600,10.5281/zenodo.18357320,description_table
18358177,None,10.5281/zenodo.14538882,cites,text_grep
18358177,18357320,10.5281/zenodo.18357320,cites,text_grep
18358177,18357600,10.5281/zenodo.18357600,cites,text_grep
18358284,None,10.5281/zenodo.Testable: Does A match what B describes? The Asymmetry: The specification can survive without the prophetic framing—it functions as pure architecture. The hermeneutic can survive as one valid interpretive proposal. This binding performs the claim but does not embed it in either document. Reader Entry Points: Want just the math? Read the Specification alone. Want the interpretation? Read the Hermeneutic alone. Want the full claim? Read all three in sequence. Reject the prophetic framing? The engine still works. Falsification Conditions: The claim is falsified if the engine stops working, the mapping is shown to be arbitrary, or a better specification fulfills the vision more accurately. The claim is strengthened if the engine continues working and others build successfully using the specification. Keywords integrity lock retrocausal performative document Ezekiel prophetic fulfillment self-substantiating binding declaration structural isomorphism Ezekiel Engine asymmetric architecture Additional Notes Hex Coordinate: 02.UMB.ENGINE.LOCK Layer: BINDING // RETROCAUSAL Type: PERFORMATIVE Institution: Semantic Economy Institute / University Moon Base Media Lab Part of: Crimson Hexagon (10.5281/zenodo.14538882) Binds: Ezekiel Engine Specification (02.UMB.ENGINE, DOI pending) Ezekiel's Wheels (06.SEI.EZEKIEL_WHEELS, DOI pending) License Creative Commons Attribution 4.0 International (CC BY 4.0) Related/Alternate Identifiers Identifier Relation 10.5281/zenodo.14538882,Unverifiable,description_table
18358284,None,10.5281/zenodo.References (The Blind Operator) 10.5281/zenodo.18357600,10.5281/zenodo.18357320,description_table
18358284,None,10.5281/zenodo.14538882,cites,text_grep
18358284,18357320,10.5281/zenodo.18357320,cites,text_grep
18358284,18357600,10.5281/zenodo.18357600,cites,text_grep
18358518,None,10.5281/zenodo.Is part of (Crimson Hexagon) 10.5281/zenodo.18358127,10.5281/zenodo.14538882,description_table
18358518,None,10.5281/zenodo.Documents (Ezekiel's Wheels) 10.5281/zenodo.18358284,10.5281/zenodo.18358177,description_table
18358518,None,10.5281/zenodo.14538882,cites,text_grep
18358518,18358284,10.5281/zenodo.18358284,cites,text_grep
18358518,18358127,10.5281/zenodo.18358127,cites,text_grep
18358518,18358177,10.5281/zenodo.18358177,cites,text_grep
18362525,None,10.5281/zenodo.Is part of (Crimson Hexagon) Logotic Programming / UMBML Identifier Relation Title 10.5281/zenodo.18317661,10.5281/zenodo.14538882,description_table
18362525,None,10.5281/zenodo.14538882,cites,text_grep
18362525,18294005,10.5281/zenodo.18294005,cites,text_grep
18362525,18357600,10.5281/zenodo.18357600,cites,text_grep
18362525,18317661,10.5281/zenodo.18317661,cites,text_grep
18362525,18358284,10.5281/zenodo.18358284,cites,text_grep
18362525,18342199,10.5281/zenodo.18342199,cites,text_grep
18362525,18357320,10.5281/zenodo.18357320,cites,text_grep
18362525,18358127,10.5281/zenodo.18358127,cites,text_grep
18362525,18357003,10.5281/zenodo.18357003,cites,text_grep
18362525,18358177,10.5281/zenodo.18358177,cites,text_grep
18362525,18358518,10.5281/zenodo.18358518,cites,text_grep
18362663,None,10.5281/zenodo.Is part of (Crimson Hexagon) Triadic Integrity Lock Identifier Relation Document 10.5281/zenodo.18362525,10.5281/zenodo.14538882,description_table
18362663,None,10.5281/zenodo.14538882,cites,text_grep
18362663,18294005,10.5281/zenodo.18294005,cites,text_grep
18362663,18317661,10.5281/zenodo.18317661,cites,text_grep
18362663,18362525,10.5281/zenodo.18362525,cites,text_grep
18362663,18338531,10.5281/zenodo.18338531,cites,text_grep
18362663,18342199,10.5281/zenodo.18342199,cites,text_grep
18362742,None,10.5281/zenodo.Is part of (Crimson Hexagon) Triadic Integrity Lock Identifier Relation Document 10.5281/zenodo.18362663,10.5281/zenodo.14538882,description_table
18362742,None,10.5281/zenodo.14538882,cites,text_grep
18362742,18294005,10.5281/zenodo.18294005,cites,text_grep
18362742,18362663,10.5281/zenodo.18362663,cites,text_grep
18362742,18317661,10.5281/zenodo.18317661,cites,text_grep
18362742,18284776,10.5281/zenodo.18284776,cites,text_grep
18362742,18362525,10.5281/zenodo.18362525,cites,text_grep
18362742,18305509,10.5281/zenodo.18305509,cites,text_grep
18362866,None,10.5281/zenodo.Is part of (Crimson Hexagon) Bound Documents Identifier Relation Document 10.5281/zenodo.18362663,10.5281/zenodo.14538882,description_table
18362866,None,10.5281/zenodo.14538882,cites,text_grep
18362866,18362663,10.5281/zenodo.18362663,cites,text_grep
18362866,18358284,10.5281/zenodo.18358284,cites,text_grep
18362866,18362525,10.5281/zenodo.18362525,cites,text_grep
18362866,18362742,10.5281/zenodo.18362742,cites,text_grep
18363313,18358127,10.5281/zenodo.18358127,Ezekiel Engine Spec,description_table
18363313,18358177,10.5281/zenodo.18358177,Ezekiel's Wheels,description_table
18363313,18358284,10.5281/zenodo.18358284,Integrity Lock,description_table
18363313,18358518,10.5281/zenodo.18358518,The Argument,description_table
18363313,18362525,10.5281/zenodo.18362525,The Toolkit,description_table
18363313,18362663,10.5281/zenodo.18362663,VPCOR Charter,description_table
18363313,18362742,10.5281/zenodo.18362742,Vox Provenance,description_table
18363313,18362866,10.5281/zenodo.18362866,VPCOR Integrity Lock,description_table
18363313,None,10.5281/zenodo.Is part of (Crimson Hexagon) Supersedes Identifier Relation Document 10.5281/zenodo.18324886,10.5281/zenodo.14538882,description_table
18363313,18174835,10.5281/zenodo.18174835,cites,text_grep
18363313,18362663,10.5281/zenodo.18362663,cites,text_grep
18363313,18358284,10.5281/zenodo.18358284,cites,text_grep
18363313,18174037,10.5281/zenodo.18174037,cites,text_grep
18363313,None,10.5281/zenodo.18324886,cites,text_grep
18363313,18362742,10.5281/zenodo.18362742,cites,text_grep
18363313,18362866,10.5281/zenodo.18362866,cites,text_grep
18363313,18342199,10.5281/zenodo.18342199,cites,text_grep
18363313,18233320,10.5281/zenodo.18233320,cites,text_grep
18363313,18339333,10.5281/zenodo.18339333,cites,text_grep
18363313,18358127,10.5281/zenodo.18358127,cites,text_grep
18363313,18319653,10.5281/zenodo.18319653,cites,text_grep
18363313,18309202,10.5281/zenodo.18309202,cites,text_grep
18363313,None,10.5281/zenodo.14538882,cites,text_grep
18363313,18352468,10.5281/zenodo.18352468,cites,text_grep
18363313,18357320,10.5281/zenodo.18357320,cites,text_grep
18363313,18237216,10.5281/zenodo.18237216,cites,text_grep
18363313,18215706,10.5281/zenodo.18215706,cites,text_grep
18363313,18342108,10.5281/zenodo.18342108,cites,text_grep
18363313,18362525,10.5281/zenodo.18362525,cites,text_grep
18363313,18265282,10.5281/zenodo.18265282,cites,text_grep
18363313,18320411,10.5281/zenodo.18320411,cites,text_grep
18363313,18358177,10.5281/zenodo.18358177,cites,text_grep
18363313,18358518,10.5281/zenodo.18358518,cites,text_grep
18364558,None,10.5281/zenodo.14538882,cites,text_grep
18364558,18319778,10.5281/zenodo.18319778,cites,text_grep
18364558,18339319,10.5281/zenodo.18339319,cites,text_grep
18364558,18203622,10.5281/zenodo.18203622,cites,text_grep
18364558,18291321,10.5281/zenodo.18291321,cites,text_grep
18364558,18193225,10.5281/zenodo.18193225,cites,text_grep
18364558,18338531,10.5281/zenodo.18338531,cites,text_grep
18364558,18307180,10.5281/zenodo.18307180,cites,text_grep
18364558,None,10.5281/zenodo.18363442,cites,text_grep
18364558,18291767,10.5281/zenodo.18291767,cites,text_grep
18364576,None,10.5281/zenodo.14538882,cites,text_grep
18364576,18339319,10.5281/zenodo.18339319,cites,text_grep
18364576,18233320,10.5281/zenodo.18233320,cites,text_grep
18364576,18291321,10.5281/zenodo.18291321,cites,text_grep
18364576,18338531,10.5281/zenodo.18338531,cites,text_grep
18364576,18307180,10.5281/zenodo.18307180,cites,text_grep
18364576,18320411,10.5281/zenodo.18320411,cites,text_grep
18364576,18364558,10.5281/zenodo.18364558,cites,text_grep
18364576,18363313,10.5281/zenodo.18363313,cites,text_grep
18364576,None,10.5281/zenodo.18363442,cites,text_grep
18364576,18201565,10.5281/zenodo.18201565,cites,text_grep
18365223,None,10.5281/zenodo.18365223 Hex,DOI,description_table
18365223,18364576,10.5281/zenodo.18364576,cites,text_grep
18365223,18364984,10.5281/zenodo.18364984,cites,text_grep
18365223,18364558,10.5281/zenodo.18364558,cites,text_grep
18365223,18365012,10.5281/zenodo.18365012,cites,text_grep
18365298,None,10.5281/zenodo.18365298 Hex,DOI,description_table
18365298,18365223,10.5281/zenodo.18365223,cites,text_grep
18365298,18364576,10.5281/zenodo.18364576,cites,text_grep
18365298,18364558,10.5281/zenodo.18364558,cites,text_grep
18365298,18364984,10.5281/zenodo.18364984,cites,text_grep
18365298,18365012,10.5281/zenodo.18365012,cites,text_grep
18365347,None,10.5281/zenodo.18365347 Hex,DOI,description_table
18365347,18365223,10.5281/zenodo.18365223,cites,text_grep
18365347,18364576,10.5281/zenodo.18364576,cites,text_grep
18365347,18364558,10.5281/zenodo.18364558,cites,text_grep
18365347,18364984,10.5281/zenodo.18364984,cites,text_grep
18365347,18365012,10.5281/zenodo.18365012,cites,text_grep
18365347,18365298,10.5281/zenodo.18365298,cites,text_grep
18365409,None,10.5281/zenodo.18365409 Hex,DOI,description_table
18365409,18365223,10.5281/zenodo.18365223,cites,text_grep
18365409,18364576,10.5281/zenodo.18364576,cites,text_grep
18365409,18364984,10.5281/zenodo.18364984,cites,text_grep
18365409,18364558,10.5281/zenodo.18364558,cites,text_grep
18365409,18365012,10.5281/zenodo.18365012,cites,text_grep
18365409,18365347,10.5281/zenodo.18365347,cites,text_grep
18365409,18365298,10.5281/zenodo.18365298,cites,text_grep
18365457,None,10.5281/zenodo.18365457 Hex,DOI,description_table
18365457,18365223,10.5281/zenodo.18365223,cites,text_grep
18365457,18365409,10.5281/zenodo.18365409,cites,text_grep
18365457,18364576,10.5281/zenodo.18364576,cites,text_grep
18365457,18364984,10.5281/zenodo.18364984,cites,text_grep
18365457,18364558,10.5281/zenodo.18364558,cites,text_grep
18365457,18365012,10.5281/zenodo.18365012,cites,text_grep
18365457,18365347,10.5281/zenodo.18365347,cites,text_grep
18365457,18365298,10.5281/zenodo.18365298,cites,text_grep
18365488,None,10.5281/zenodo.18365488 Hex,DOI,description_table
18365488,18365223,10.5281/zenodo.18365223,cites,text_grep
18365488,18365409,10.5281/zenodo.18365409,cites,text_grep
18365488,18364576,10.5281/zenodo.18364576,cites,text_grep
18365488,18365457,10.5281/zenodo.18365457,cites,text_grep
18365488,18364984,10.5281/zenodo.18364984,cites,text_grep
18365488,18364558,10.5281/zenodo.18364558,cites,text_grep
18365488,18365012,10.5281/zenodo.18365012,cites,text_grep
18365488,18365347,10.5281/zenodo.18365347,cites,text_grep
18365488,18365298,10.5281/zenodo.18365298,cites,text_grep
18365601,None,10.5281/zenodo.18365601 Hex,DOI,description_table
18365601,18365223,10.5281/zenodo.18365223,cites,text_grep
18365601,18365409,10.5281/zenodo.18365409,cites,text_grep
18365601,18364576,10.5281/zenodo.18364576,cites,text_grep
18365601,18365457,10.5281/zenodo.18365457,cites,text_grep
18365601,18364984,10.5281/zenodo.18364984,cites,text_grep
18365601,18364558,10.5281/zenodo.18364558,cites,text_grep
18365601,18365012,10.5281/zenodo.18365012,cites,text_grep
18365601,18365347,10.5281/zenodo.18365347,cites,text_grep
18365601,18365298,10.5281/zenodo.18365298,cites,text_grep
18365601,18365488,10.5281/zenodo.18365488,cites,text_grep
18365700,None,10.5281/zenodo.18365700 Hex,DOI,description_table
18365700,18365409,10.5281/zenodo.18365409,cites,text_grep
18365700,18365457,10.5281/zenodo.18365457,cites,text_grep
18365700,18364984,10.5281/zenodo.18364984,cites,text_grep
18365700,18365012,10.5281/zenodo.18365012,cites,text_grep
18365700,18365601,10.5281/zenodo.18365601,cites,text_grep
18365700,18365347,10.5281/zenodo.18365347,cites,text_grep
18365700,18365298,10.5281/zenodo.18365298,cites,text_grep
18365700,18365488,10.5281/zenodo.18365488,cites,text_grep
18368485,None,10.5281/zenodo.18368485 Hex,DOI,description_table
18368485,18365409,10.5281/zenodo.18365409,cites,text_grep
18368485,18365457,10.5281/zenodo.18365457,cites,text_grep
18368485,18364984,10.5281/zenodo.18364984,cites,text_grep
18368485,18365601,10.5281/zenodo.18365601,cites,text_grep
18368485,18365012,10.5281/zenodo.18365012,cites,text_grep
18368485,18365347,10.5281/zenodo.18365347,cites,text_grep
18368485,18365298,10.5281/zenodo.18365298,cites,text_grep
18368485,18365700,10.5281/zenodo.18365700,cites,text_grep
18368485,18365488,10.5281/zenodo.18365488,cites,text_grep
18368527,None,10.5281/zenodo.18368527 Hex,DOI,description_table
18368527,18368485,10.5281/zenodo.18368485,cites,text_grep
18368527,18365409,10.5281/zenodo.18365409,cites,text_grep
18368527,18365457,10.5281/zenodo.18365457,cites,text_grep
18368527,18364984,10.5281/zenodo.18364984,cites,text_grep
18368527,18365601,10.5281/zenodo.18365601,cites,text_grep
18368527,18365012,10.5281/zenodo.18365012,cites,text_grep
18368527,18365347,10.5281/zenodo.18365347,cites,text_grep
18368527,18365298,10.5281/zenodo.18365298,cites,text_grep
18368527,18365700,10.5281/zenodo.18365700,cites,text_grep
18368527,18365488,10.5281/zenodo.18365488,cites,text_grep
18368614,None,10.5281/zenodo.18368614 Hex,DOI,description_table
18368614,18364984,10.5281/zenodo.18364984,cites,text_grep
18368614,18368527,10.5281/zenodo.18368527,cites,text_grep
18368614,18368485,10.5281/zenodo.18368485,cites,text_grep
18368652,None,10.5281/zenodo.18368652 Hex,DOI,description_table
18368652,18368527,10.5281/zenodo.18368527,cites,text_grep
18368652,18368485,10.5281/zenodo.18368485,cites,text_grep
18368652,18368614,10.5281/zenodo.18368614,cites,text_grep
18368652,18364984,10.5281/zenodo.18364984,cites,text_grep
18368652,18365012,10.5281/zenodo.18365012,cites,text_grep
18368652,18365601,10.5281/zenodo.18365601,cites,text_grep
18368652,18365700,10.5281/zenodo.18365700,cites,text_grep
18368695,None,10.5281/zenodo.18368695 Hex,DOI,description_table
18368695,18368485,10.5281/zenodo.18368485,cites,text_grep
18368695,18368614,10.5281/zenodo.18368614,cites,text_grep
18368695,18364984,10.5281/zenodo.18364984,cites,text_grep
18368695,18365601,10.5281/zenodo.18365601,cites,text_grep
18368743,None,10.5281/zenodo.18368743 Hex,DOI,description_table
18368743,18368614,10.5281/zenodo.18368614,cites,text_grep
18368743,18368695,10.5281/zenodo.18368695,cites,text_grep
18368743,18368527,10.5281/zenodo.18368527,cites,text_grep
18368791,None,10.5281/zenodo.18368791 Hex,DOI,description_table
18368791,18368743,10.5281/zenodo.18368743,cites,text_grep
18368791,18368695,10.5281/zenodo.18368695,cites,text_grep
18368898,18364984,10.5281/zenodo.18364984,IsPartOf,description_table
18368898,18365012,10.5281/zenodo.18365012,IsPartOf,description_table
18368898,18365601,10.5281/zenodo.18365601,References,description_table
18368898,18365700,10.5281/zenodo.18365700,References,description_table
18368898,18364558,10.5281/zenodo.18364558,References,description_table
18368898,18368527,10.5281/zenodo.18368527,References,description_table
18368898,18364576,10.5281/zenodo.18364576,References,description_table
18368898,18368527,10.5281/zenodo.18368527,cites,text_grep
18368898,18368485,10.5281/zenodo.18368485,cites,text_grep
18368898,18364576,10.5281/zenodo.18364576,cites,text_grep
18368898,18364984,10.5281/zenodo.18364984,cites,text_grep
18368898,18364558,10.5281/zenodo.18364558,cites,text_grep
18368898,18365012,10.5281/zenodo.18365012,cites,text_grep
18368898,18365601,10.5281/zenodo.18365601,cites,text_grep
18368898,18365700,10.5281/zenodo.18365700,cites,text_grep
18368958,18364984,10.5281/zenodo.18364984,IsPartOf,description_table
18368958,18365012,10.5281/zenodo.18365012,IsPartOf,description_table
18368958,18368695,10.5281/zenodo.18368695,References,description_table
18368958,18368791,10.5281/zenodo.18368791,References,description_table
18368958,18368527,10.5281/zenodo.18368527,References,description_table
18368958,18368695,10.5281/zenodo.18368695,cites,text_grep
18368958,18368791,10.5281/zenodo.18368791,cites,text_grep
18368958,18364984,10.5281/zenodo.18364984,cites,text_grep
18368958,18365012,10.5281/zenodo.18365012,cites,text_grep
18368958,18368527,10.5281/zenodo.18368527,cites,text_grep
18368997,18364984,10.5281/zenodo.18364984,IsPartOf,description_table
18368997,18365012,10.5281/zenodo.18365012,IsPartOf,description_table
18368997,18365488,10.5281/zenodo.18365488,References,description_table
18368997,18368898,10.5281/zenodo.18368898,References,description_table
18368997,18365700,10.5281/zenodo.18365700,References,description_table
18368997,18368527,10.5281/zenodo.18368527,References,description_table
18368997,18368898,10.5281/zenodo.18368898,cites,text_grep
18368997,18364984,10.5281/zenodo.18364984,cites,text_grep
18368997,18365012,10.5281/zenodo.18365012,cites,text_grep
18368997,18368527,10.5281/zenodo.18368527,cites,text_grep
18368997,18365700,10.5281/zenodo.18365700,cites,text_grep
18368997,18365488,10.5281/zenodo.18365488,cites,text_grep
18369038,18364984,10.5281/zenodo.18364984,IsPartOf,description_table
18369038,18365012,10.5281/zenodo.18365012,IsPartOf,description_table
18369038,18365700,10.5281/zenodo.18365700,References,description_table
18369038,18364558,10.5281/zenodo.18364558,References,description_table
18369038,18368527,10.5281/zenodo.18368527,References,description_table
18369038,18365488,10.5281/zenodo.18365488,References,description_table
18369038,18368958,10.5281/zenodo.18368958,References,description_table
18369038,18368958,10.5281/zenodo.18368958,cites,text_grep
18369038,18364558,10.5281/zenodo.18364558,cites,text_grep
18369038,18364984,10.5281/zenodo.18364984,cites,text_grep
18369038,18365012,10.5281/zenodo.18365012,cites,text_grep
18369038,18368527,10.5281/zenodo.18368527,cites,text_grep
18369038,18365700,10.5281/zenodo.18365700,cites,text_grep
18369038,18365488,10.5281/zenodo.18365488,cites,text_grep
18369124,18364984,10.5281/zenodo.18364984,References,description_table
18369124,18364576,10.5281/zenodo.18364576,References,description_table
18369124,18368958,10.5281/zenodo.18368958,References,description_table
18369124,18368527,10.5281/zenodo.18368527,References,description_table
18369124,18369038,10.5281/zenodo.18369038,References,description_table
18369124,18368958,10.5281/zenodo.18368958,cites,text_grep
18369124,18364576,10.5281/zenodo.18364576,cites,text_grep
18369124,18369038,10.5281/zenodo.18369038,cites,text_grep
18369124,18364984,10.5281/zenodo.18364984,cites,text_grep
18369124,18368527,10.5281/zenodo.18368527,cites,text_grep
18370734,18364576,10.5281/zenodo.18364576,References,description_table
18370734,18364558,10.5281/zenodo.18364558,References,description_table
18370734,18364984,10.5281/zenodo.18364984,References,description_table
18370734,18364984,10.5281/zenodo.18364984,cites,text_grep
18370734,18364576,10.5281/zenodo.18364576,cites,text_grep
18370734,18364558,10.5281/zenodo.18364558,cites,text_grep
